Response,Coverage,Gender,Income,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Vehicle Size,Location Code_Suburban,Location Code_Urban,Marital Status_Married,Marital Status_Single,Policy Type_Personal Auto,Policy Type_Special Auto,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Renew Offer Type_Offer2,Renew Offer Type_Offer3,Renew Offer Type_Offer4,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,EmploymentStatus_Employed,EmploymentStatus_Medical Leave,EmploymentStatus_Retired,EmploymentStatus_Unemployed,Vehicle Class_Luxury Car,Vehicle Class_Luxury SUV,Vehicle Class_SUV,Vehicle Class_Sports Car,Vehicle Class_Two-Door Car,Days_Since,Customer Lifetime Value_log,Monthly Premium Auto_log
0,-0.7328994631965141,1,1.9712668241121951,0.6853173685199385,-1.6866331943382116,0,3.0,-0.12128296070389669,2.027897098435336,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.6324442525302787,-0.08174682644740289,-0.6928462916953714
0,2.3168972096221467,0,-1.239616841886121,-0.00963000679611531,-0.03815138171278269,0,1.0,1.5853983341506712,-1.6945329853886917,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3126669051543416,-0.7470145733763885,0.8284630211325256
0,0.7919988732128163,0,-0.893612615834427,1.7773775297308803,0.5710701577357454,0,1.0,0.40757302715221116,0.16668205652332244,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.639943935616811,-0.22276292710366402,1.6215450103208797
0,2.3168972096221467,0,1.6105810373318303,1.7773775297308803,0.21270454629543475,2,2.0,0.47651230899897407,2.027897098435336,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.5898072728801538,1.2978964292040218,0.8284630211325256
0,0.7919988732128163,0,1.2519691033001343,0.18892638615132865,-0.1456610651448759,1,1.0,-0.1428654708154871,-1.6945329853886917,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0090794639995317,-1.0898906884706445,-0.3232529587442013
0,-0.7328994631965141,1,-0.4772949061135844,-1.1016901680070572,-1.5074503886180564,1,1.0,-0.39971559613797786,-1.6945329853886917,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.3126669051543416,-1.566540313730641,-1.160486243424468
0,0.7919988732128163,1,0.9329578812787312,-1.399524757428223,-1.2207578994658077,0,6.0,0.8225304071451396,0.16668205652332244,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.7070589669179973,1.7134462407043902,2.342823878997781
0,-0.7328994631965141,1,-1.239616841886121,0.3874827790987726,0.2843776685834969,0,3.0,-0.4585862594761246,0.16668205652332244,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.6750812321804036,-0.43974085876120783,-1.0511196580030053
0,-0.7328994631965141,1,0.5544303772002962,1.2809865473622704,-1.1132482160337147,0,6.0,-0.48252425329438536,-1.6945329853886917,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.7496959465681223,-0.33204782247117814,-1.160486243424468
0,-0.7328994631965141,0,-0.013081073387774152,0.3874827790987726,-0.217334187432938,0,8.0,-1.6770006244814095,0.16668205652332244,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.47255557884231014,-0.3618707061225948,-1.216458007776076
0,-0.7328994631965141,0,1.031317754501304,-0.4067427926910032,-0.28900730972100014,0,6.0,-0.8901349928091534,0.16668205652332244,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.781673681305716,-0.09903990197768066,-0.7418696010843346
0,2.3168972096221467,1,0.15299173799371163,-0.5060209891647253,0.49939703544768327,0,2.0,0.5963918792856443,-1.6945329853886917,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3288568113754688,1.4254176589950898,1.0139381589442868
0,0.7919988732128163,0,0.9233128200825419,0.3874827790987726,1.3594745029044288,0,8.0,0.07691374137674116,-1.6945329853886917,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6893021166235946,0.33373449045859865,0.12932835855465968
0,0.7919988732128163,1,-1.239616841886121,-0.8038555785858912,1.1086185748962114,0,1.0,0.956030590145654,-1.6945329853886917,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.6750812321804036,-1.169210628870488,0.09048498196321755
0,-0.7328994631965141,1,0.5130520771197159,-1.1016901680070572,-1.1849213383217767,2,1.0,-1.086093543312539,0.16668205652332244,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0090794639995317,-1.5200315413647834,-0.9976730330694131
0,-0.7328994631965141,0,-1.239616841886121,-0.8038555785858912,-1.6866331943382116,1,1.0,0.2747089384715902,0.16668205652332244,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7496959465681223,-1.432998746480074,-0.7915785733636962
1,-0.7328994631965141,0,0.40863523713912664,-1.2009683644807791,-0.5756997988732486,0,1.0,-1.6625099566488142,0.16668205652332244,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.3095073433283426,-1.3572572864646584,-0.7418696010843346
1,0.7919988732128163,0,0.7361722982383899,-0.3074645962172813,-0.719046043449373,0,1.0,1.933681556777403,-1.6945329853886917,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6431034974428099,-0.7502391214971004,0.4256777349522435
0,-0.7328994631965141,1,0.18390201943815468,-0.00963000679611531,-1.1490847771777457,0,2.0,0.3166728819500809,0.16668205652332244,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.339516056288,1.2057451256631875,0.5650733886549589
0,-0.7328994631965141,1,1.816320397318805,-0.00963000679611531,0.2843776685834969,0,1.0,-0.5224841100566086,2.027897098435336,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.3659631297169978,-1.5742338688191426,-1.2733253582685835
0,2.3168972096221467,0,-0.9069774446591807,-1.002411971533335,-1.5791235109061184,3,3.0,-1.7391046021671057,0.16668205652332244,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.6750812321804036,1.2866938173911777,2.342823878997781
0,-0.7328994631965141,1,-1.239616841886121,-0.8038555785858912,0.32021422972752794,3,5.0,0.6695099007160407,0.16668205652332244,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.6111257627052162,-0.5325384530002183,-0.6444899868277124
0,-0.7328994631965141,0,-0.4753198082577094,-0.8038555785858912,-1.3641041440419321,0,4.0,0.12267377134800105,0.16668205652332244,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.600466517792685,-0.16954139897706183,-0.7418696010843346
0,0.7919988732128163,0,-1.239616841886121,-0.4067427926910032,1.0369454526081492,0,1.0,0.46329260603555217,0.16668205652332244,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0090794639995317,-1.0329519786003916,0.16775179852585057
0,-0.7328994631965141,0,-1.239616841886121,-0.4067427926910032,0.2843776685834969,0,1.0,-0.4383054458610487,0.16668205652332244,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.7496959465681223,-1.6829432903201087,-1.216458007776076
0,-0.7328994631965141,1,-0.4231113882674148,-1.399524757428223,-0.719046043449373,0,2.0,0.730549972190353,-1.6945329853886917,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.7603551914806536,1.7134462407043902,0.599084495866579
1,-0.7328994631965141,0,-0.14705854461129192,0.2882045826250506,1.6820035532007083,0,2.0,0.376612667093416,0.16668205652332244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2.3095073433283426,1.7134462407043902,0.6661456095620306
0,-0.7328994631965141,0,-0.054097272194777384,-1.1016901680070572,-0.28900730972100014,3,2.0,-1.0171701871336898,0.16668205652332244,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.38728161954206025,0.4691790009328674,-0.8419926609278521
0,-0.7328994631965141,1,-0.2575323513498977,0.3874827790987726,-0.1456610651448759,0,3.0,-0.46254432491327363,0.16668205652332244,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.44057784410471645,-0.38944293799027957,-1.1053822934054218
0,2.3168972096221467,1,-0.6898483537033274,0.4867609755724946,-0.7907191657374351,0,1.0,1.7203709879230527,-1.6945329853886917,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7603551914806536,-0.6012998534456868,0.8913696824772673
0,0.7919988732128163,0,0.29513294702151255,-1.399524757428223,0.1768679851514037,0,3.0,0.07691374137674116,-1.6945329853886917,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.3588655243351263,0.28232364489122197,0.12932835855465968
0,-0.7328994631965141,1,0.8918100092813364,0.8838737614673825,0.39188735201559005,0,2.0,-0.48183665238411955,0.16668205652332244,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.47255557884231014,0.3886404181236854,-1.1053822934054218
0,-0.7328994631965141,0,-1.239616841886121,1.3802647438359925,-1.29243102175387,0,1.0,0.27671302518785773,-1.6945329853886917,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-0.3659631297169978,-0.7419351234066929,0.4960589176246241
0,0.7919988732128163,0,-0.6810262499470859,1.8766557262046024,-0.03815138171278269,2,1.0,1.1923270051687782,0.16668205652332244,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6431034974428099,-0.5206118982126867,1.2187597241405976
0,2.3168972096221467,0,-0.8570733055007402,-1.1016901680070572,1.7895132366328015,0,1.0,0.4165725238556392,0.16668205652332244,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3126669051543416,-0.6982029607777409,0.7319647791262632
1,-0.7328994631965141,1,-0.6595306016156468,-1.399524757428223,-0.4323535542971244,1,3.0,-0.44256439653216195,0.16668205652332244,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.600466517792685,-0.5365592990178214,-1.0511196580030053
0,2.3168972096221467,0,-0.8614185207836651,-1.1016901680070572,0.0693583017193105,0,6.0,0.3566327387123043,-1.6945329853886917,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.7070589669179973,0.4964029047306019,0.6327732180644765
0,0.7919988732128163,1,-1.239616841886121,0.4867609755724946,0.1768679851514037,0,1.0,1.8523273634824091,-1.6945329853886917,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.781673681305716,-1.0350748967312073,0.24337451487118733
0,-0.7328994631965141,0,0.950272905815235,-1.498802953901945,1.3594745029044288,0,2.0,-1.3069820328035162,0.16668205652332244,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6537627423553412,1.7134462407043902,0.46104253998306716
0,-0.7328994631965141,0,-1.239616841886121,0.5860391720462166,-0.719046043449373,0,2.0,1.0742097103526582,2.027897098435336,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.6963997220054661,0.1443321031278748,-1.160486243424468
0,-0.7328994631965141,1,-0.1314881898474777,1.3802647438359925,0.8219260857439629,0,1.0,-0.2827249694832688,0.16668205652332244,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.6111257627052162,-1.260584280508722,-0.6444899868277124
0,-0.7328994631965141,0,-0.49740798594591096,-0.8038555785858912,0.42772391315962116,0,3.0,0.49649223738008597,0.16668205652332244,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6644219872678724,0.6120324123622556,0.8600555276510492
0,0.7919988732128163,0,0.7843976042193368,-1.002411971533335,0.6069067188797764,0,2.0,0.19537242240664798,-1.6945329853886917,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.9790707510398742,1.1199256421420043,0.3538746144407874
1,0.7919988732128163,0,-1.239616841886121,-0.20818639974355926,-1.0057385326016215,0,5.0,0.15683345490118775,2.027897098435336,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.6537627423553412,0.2038893430457671,0.28059091336996617
0,2.3168972096221467,0,-0.2560510279579915,0.18892638615132865,-1.7224697554822428,0,2.0,0.34104104778887206,0.16668205652332244,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.659293403663937,1.133092182561597,0.5307336666235081
0,-0.7328994631965141,1,1.822146935993636,0.18892638615132865,-1.29243102175387,0,2.0,-0.5697239783983262,0.16668205652332244,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.35530388480446656,1.7134462407043902,0.8913696824772673
0,-0.7328994631965141,1,0.9061953053316256,1.3802647438359925,-0.754882604593404,0,1.0,-1.7186386953280044,2.027897098435336,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2.3201665882408737,-1.4576334377734868,-1.0511196580030053
0,-0.7328994631965141,1,-0.35608973435805796,-1.399524757428223,-0.03815138171278269,2,1.0,-0.46254432491327363,0.16668205652332244,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.639943935616811,-1.5685317588315435,-1.1053822934054218
0,-0.7328994631965141,1,-1.239616841886121,1.4795429403097144,-1.6149600720501496,1,5.0,2.2563898055990097,0.16668205652332244,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.03908817695918921,0.18745228690413823,0.599084495866579
1,-0.7328994631965141,1,1.2504548616106304,-1.002411971533335,0.7144164023118696,3,8.5,0.20596592195880598,0.16668205652332244,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.7496959465681223,-0.34727623600003243,-1.0511196580030053
0,-0.7328994631965141,1,0.04367007167103288,1.1817083508885484,-0.36068043200906225,0,2.0,-0.2827249694832688,-1.6945329853886917,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.3201665882408737,0.5959155474107652,-0.6444899868277124
0,-0.7328994631965141,0,1.1242790269178187,0.18892638615132865,-0.0023148205687516274,0,6.0,-1.6204054835115578,0.16668205652332244,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.9202438651686221,-0.14535258639098028,-0.7418696010843346
0,-0.7328994631965141,1,-0.5496164059362056,0.4867609755724946,-0.5398632377292176,0,2.0,-0.40260453976993854,0.16668205652332244,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4512370890172477,0.4748006659307255,-0.9450182391698069
0,0.7919988732128163,1,0.04166205551756001,-0.9031337750596131,1.2519648194723356,2,2.0,-1.2595401215985298,0.16668205652332244,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6893021166235946,1.071708442041315,0.4256777349522435
0,-0.7328994631965141,1,0.7789660851156807,-1.498802953901945,-0.6473729211613107,1,2.0,0.03874878980560517,-1.6945329853886917,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.3233261500668728,1.7134462407043902,2.342823878997781
0,0.7919988732128163,0,-1.239616841886121,0.4867609755724946,-0.7907191657374351,0,2.0,-1.6338356375581093,2.027897098435336,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,-0.6644219872678724,0.4781932609765935,-0.4573871257993419
